CC_Category,account,account_mask,amount,card_mapped,category,date,excluded,name,note,override_applied,override_card,override_rate,override_reason,parent_category,recurring,status,tags,type,used_rate,effective_card,points_earned,best_cards,best_rate,optimal_points,missed_points,used_best_card
Other,Chase Sapphire,6143.0,53.99,Chase Sapphire Preferred,Shops,2024-07-05,False,Best Buy,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,53.99,Chase Freedom Unlimited,1.5,80.98,26.990000000000002,False
Other,Chase Sapphire,6143.0,42.58,Chase Sapphire Preferred,Shops,2024-07-05,False,Ikea Penns Landing,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,42.58,Chase Freedom Unlimited,1.5,63.87,21.29,False
Gas,Chase Sapphire,6143.0,9.92,Chase Sapphire Preferred,Restaurants & Bars,2024-07-05,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,9.92,Citi AAdvantage Platinum Select,2.0,19.84,9.92,False
Streaming,Chase Sapphire,6143.0,8.47,Chase Sapphire Preferred,Subscriptions,2024-07-05,False,Hulu,,True,Chase Sapphire Preferred,3.0,"Matched override: netflix, spotify, apple.com-bill, disney+, hulu",Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,25.41,Chase Sapphire Preferred,3.0,25.41,0.0,True
Other,Chase Sapphire,6143.0,43.0,Chase Sapphire Preferred,Gym,2024-07-05,False,Ymca,,False,,,,Standard of Living,Ymca,posted,,regular,1.0,Chase Sapphire Preferred,43.0,Chase Freedom Unlimited,1.5,64.5,21.5,False
Dining,Chase Sapphire,6143.0,36.54,Chase Sapphire Preferred,Restaurants & Bars,2024-07-04,False,Exton Beverage Co,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,109.62,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,109.62,0.0,True
Groceries,Chase Sapphire,6143.0,23.86,Chase Sapphire Preferred,Groceries,2024-07-04,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,23.86,Chase Freedom Unlimited,1.5,35.79,11.93,False
Dining,Chase Sapphire,6143.0,12.02,Chase Sapphire Preferred,Restaurants & Bars,2024-07-04,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,36.06,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,36.06,0.0,True
Streaming,Chase Sapphire,6143.0,16.42,Chase Sapphire Preferred,Subscriptions,2024-07-04,False,Netflix,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Netflix,posted,,regular,3.0,Chase Sapphire Preferred,49.26,Chase Sapphire Preferred,3.0,49.26,0.0,True
Gas,Chase Sapphire,6143.0,0.55,Chase Sapphire Preferred,Car/Gas,2024-07-03,False,Parkmobile,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,0.55,Citi AAdvantage Platinum Select,2.0,1.1,0.55,False
Gas,Chase Sapphire,6143.0,34.64,Chase Sapphire Preferred,Car/Gas,2024-07-02,False,Sunoco,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,34.64,Citi AAdvantage Platinum Select,2.0,69.28,34.64,False
Dining,Chase Sapphire,6143.0,18.65,Chase Sapphire Preferred,Restaurants & Bars,2024-07-02,False,Phs Pop Up Garden So,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,55.95,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,55.95,0.0,True
Dining,Chase Sapphire,6143.0,5.35,Chase Sapphire Preferred,Restaurants & Bars,2024-07-02,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,16.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,0.0,True
Other,Freedom Flex,2429.0,-22.89,Chase Freedom Flex,Shops,2024-07-02,False,Amazon Mktplace,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Chase Freedom Flex,-22.89,Chase Freedom Unlimited,1.5,-34.34,0.0,False
Other,Chase Sapphire,6143.0,26.01,Chase Sapphire Preferred,Shops,2024-07-01,False,Amazon Mktpl*r755t,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,26.01,Chase Freedom Unlimited,1.5,39.02,13.010000000000002,False
Other,Chase Sapphire,6143.0,16.68,Chase Sapphire Preferred,Shops,2024-07-01,False,Amazon.com*r775t,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,16.68,Chase Freedom Unlimited,1.5,25.02,8.34,False
Other,Chase Sapphire,6143.0,8.42,Chase Sapphire Preferred,Shops,2024-06-30,False,Home Depot,,True,Chase Freedom Unlimited,1.5,"Matched override: tenth street hardware, home depot, lowes, ace hardware",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,8.42,Chase Freedom Unlimited,1.5,12.63,4.210000000000001,False
Groceries,Freedom Flex,2429.0,80.04,Chase Freedom Flex,Groceries,2024-06-30,False,Aldi,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,80.04,Chase Freedom Unlimited,1.5,120.06,40.019999999999996,False
Dining,Freedom Flex,2429.0,4.56,Chase Freedom Flex,Restaurants & Bars,2024-06-30,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,13.68,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,13.68,0.0,True
Dining,Freedom Flex,2429.0,13.47,Chase Freedom Flex,Restaurants & Bars,2024-06-30,False,Sheetz,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,40.41,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,40.41,0.0,True
Subscriptions,Freedom Flex,2429.0,77.37,Chase Freedom Flex,Subscriptions,2024-06-29,False,Youtube Tv,,True,Chase Freedom Unlimited,1.5,"Matched override: openai, chatgpt, adobe, youtube.tv, youtube premium, youtube tv, photolounge",Standard of Living,Youtube Tv,posted,,regular,1.0,Chase Freedom Flex,77.37,Chase Freedom Unlimited,1.5,116.06,38.69,False
Streaming,Chase Sapphire,6143.0,74.19,Chase Sapphire Preferred,Subscriptions,2024-06-27,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,222.57,Chase Sapphire Preferred,3.0,222.57,0.0,True
Dining,Freedom Flex,2429.0,5.35,Chase Freedom Flex,Restaurants & Bars,2024-06-27,False,Schmear It - 12th,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,16.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,0.0,True
Dining,Freedom Flex,2429.0,17.03,Chase Freedom Flex,Restaurants & Bars,2024-06-27,False,Roy Rogers,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,51.09,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,51.09,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,0.0,Citi AAdvantage Platinum Select,Misc,2024-06-27,False,Membership Fee Jun 24-may,,False,,,,,,posted,,regular,1.0,Citi AAdvantage Platinum Select,0.0,Chase Freedom Unlimited,1.5,0.0,0.0,False
Dining,Freedom Flex,2429.0,7.92,Chase Freedom Flex,Restaurants & Bars,2024-06-26,False,Merck Wp 53 Cafe Qps,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,23.76,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,23.76,0.0,True
Transit,Chase Sapphire,6143.0,28.73,Chase Sapphire Preferred,Ubers/Septa,2024-06-25,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,28.73,Citi AAdvantage Platinum Select,2.0,57.46,28.73,False
Groceries,Freedom Flex,2429.0,15.75,Chase Freedom Flex,Groceries,2024-06-25,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,15.75,Chase Freedom Unlimited,1.5,23.62,7.870000000000001,False
Other,Freedom Flex,2429.0,22.89,Chase Freedom Flex,Shops,2024-06-25,False,Amazon Mktpl*rc5j26g90,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Chase Freedom Flex,22.89,Chase Freedom Unlimited,1.5,34.34,11.450000000000003,False
Travel,Freedom Flex,2429.0,6.78,Chase Freedom Flex,Travel & Vacation,2024-06-25,True,Lax Airp La Times,,False,,,,,,posted,,regular,1.0,Chase Freedom Flex,6.78,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,13.56,6.78,False
Dining,Freedom Flex,2429.0,35.0,Chase Freedom Flex,Restaurants & Bars,2024-06-25,False,La Sera Italiana,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,105.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,105.0,0.0,True
Transit,Chase Sapphire,6143.0,13.93,Chase Sapphire Preferred,Ubers/Septa,2024-06-24,False,Lyft,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,13.93,Citi AAdvantage Platinum Select,2.0,27.86,13.93,False
Dining,Freedom Flex,2429.0,14.95,Chase Freedom Flex,Restaurants & Bars,2024-06-24,False,Blue Bottle Coffee,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,44.85,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,44.85,0.0,True
Dining,Freedom Flex,2429.0,6.5,Chase Freedom Flex,Restaurants & Bars,2024-06-24,False,Salt & Straw,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,19.5,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,19.5,0.0,True
Dining,Freedom Flex,2429.0,6.26,Chase Freedom Flex,Restaurants & Bars,2024-06-24,False,Pop's Bagels - Cu,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,18.78,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,18.78,0.0,True
Dining,Freedom Flex,2429.0,10.36,Chase Freedom Flex,Restaurants & Bars,2024-06-24,False,Victor Jrs,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,31.08,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,31.08,0.0,True
Dining,Freedom Flex,2429.0,48.33,Chase Freedom Flex,Restaurants & Bars,2024-06-24,False,Bacari - West 3rd,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,144.99,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,144.99,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,69.5,Citi AAdvantage Platinum Select,Car/Gas,2024-06-24,False,Pa Driver & Vehicle Se,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,139.0,Citi AAdvantage Platinum Select,2.0,139.0,0.0,True
Dining,Freedom Flex,2429.0,30.28,Chase Freedom Flex,Restaurants & Bars,2024-06-23,False,Barnacles Bar & G,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,90.84,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,90.84,0.0,True
Dining,Freedom Flex,2429.0,10.3,Chase Freedom Flex,Restaurants & Bars,2024-06-22,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,30.9,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,30.9,0.0,True
Travel,Freedom Flex,2429.0,75.32,Chase Freedom Flex,Travel & Vacation,2024-06-22,True,2dodger Stadm,,False,,,,,,posted,,regular,1.0,Chase Freedom Flex,75.32,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,150.64,75.32,False
Transit,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,19.96,Citi AAdvantage Platinum Select,Ubers/Septa,2024-06-22,False,Lyft,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,19.96,Citi AAdvantage Platinum Select,2.0,39.92,19.96,True
Groceries,Freedom Flex,2429.0,20.4,Chase Freedom Flex,Groceries,2024-06-21,False,Carmel Liquor Inc,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,20.4,Chase Freedom Unlimited,1.5,30.6,10.200000000000003,False
Dining,Freedom Flex,2429.0,34.18,Chase Freedom Flex,Restaurants & Bars,2024-06-21,False,Ggiata Delicatesse,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,102.54,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,102.54,0.0,True
Dining,Freedom Flex,2429.0,12.35,Chase Freedom Flex,Restaurants & Bars,2024-06-21,False,In-n-out Culver City,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,37.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,37.05,0.0,True
Dining,Freedom Flex,2429.0,32.52,Chase Freedom Flex,Restaurants & Bars,2024-06-21,False,Finney's Crafthouse &,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,97.56,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,97.56,0.0,True
Dining,Freedom Flex,2429.0,12.82,Chase Freedom Flex,Restaurants & Bars,2024-06-21,False,Haley Hideout Llc,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,38.46,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,38.46,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,38.5,Citi AAdvantage Platinum Select,Car/Gas,2024-06-21,False,Rpp Online Portal,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,77.0,Citi AAdvantage Platinum Select,2.0,77.0,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,42.51,Citi AAdvantage Platinum Select,Car/Gas,2024-06-21,False,Chevron,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,85.02,Citi AAdvantage Platinum Select,2.0,85.02,0.0,True
Dining,Freedom Flex,2429.0,13.03,Chase Freedom Flex,Restaurants & Bars,2024-06-20,False,Captain + Stoker,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,39.09,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,39.09,0.0,True
Dining,Freedom Flex,2429.0,38.0,Chase Freedom Flex,Restaurants & Bars,2024-06-20,False,Sly Mcfly`s,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,114.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,114.0,0.0,True
Dining,Freedom Flex,2429.0,4.75,Chase Freedom Flex,Restaurants & Bars,2024-06-20,False,Bagel Kitchen,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,14.25,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,14.25,0.0,True
Dining,Freedom Flex,2429.0,4.5,Chase Freedom Flex,Restaurants & Bars,2024-06-20,False,Mojo's Village Bean,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,13.5,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,13.5,0.0,True
Dining,Freedom Flex,2429.0,15.5,Chase Freedom Flex,Restaurants & Bars,2024-06-20,False,Jjs Pizza,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,46.5,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,46.5,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,46.36,Citi AAdvantage Platinum Select,Car/Gas,2024-06-20,False,Shell,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,92.72,Citi AAdvantage Platinum Select,2.0,92.72,0.0,True
Streaming,Chase Sapphire,6143.0,2.99,Chase Sapphire Preferred,Subscriptions,2024-06-19,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Apple Storage,posted,,regular,3.0,Chase Sapphire Preferred,8.97,Chase Sapphire Preferred,3.0,8.97,0.0,True
Dining,Freedom Flex,2429.0,18.53,Chase Freedom Flex,Restaurants & Bars,2024-06-19,False,Firefly Coffee Hou,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,55.59,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,55.59,0.0,True
Dining,Freedom Flex,2429.0,34.62,Chase Freedom Flex,Restaurants & Bars,2024-06-19,False,Nepenthe,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,103.86,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,103.86,0.0,True
Dining,Freedom Flex,2429.0,3.75,Chase Freedom Flex,Restaurants & Bars,2024-06-19,False,Cafe Carmel,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,11.25,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,11.25,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,12.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2024-06-19,False,17 Mile Drive Gates,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,24.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,36.0,12.0,False
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,81.55,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-19,True,Monterey Hostel,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,163.1,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,163.1,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,100.0,Citi AAdvantage Platinum Select,Car/Gas,2024-06-19,False,Pa Driver & Vehicle Se,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,200.0,Citi AAdvantage Platinum Select,2.0,200.0,0.0,True
Transit,Chase Sapphire,6143.0,26.55,Chase Sapphire Preferred,Ubers/Septa,2024-06-18,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,26.55,Citi AAdvantage Platinum Select,2.0,53.1,26.55,False
Travel,Freedom Flex,2429.0,14.7,Chase Freedom Flex,Travel & Vacation,2024-06-18,True,Auntie Anne's,,False,,,,,,posted,,regular,1.0,Chase Freedom Flex,14.7,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,29.4,14.7,False
Dining,Freedom Flex,2429.0,14.63,Chase Freedom Flex,Travel & Vacation,2024-06-18,True,Crepe Cafe Anc,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",,,posted,,regular,3.0,Chase Freedom Flex,43.89,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,43.89,0.0,True
Travel,Freedom Flex,2429.0,9.29,Chase Freedom Flex,Travel & Vacation,2024-06-18,True,Jamba Juice,,False,,,,,,posted,,regular,1.0,Chase Freedom Flex,9.29,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,18.58,9.29,False
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,15.99,Citi AAdvantage Platinum Select,Car/Gas,2024-06-18,False,Metropolis Parking,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,31.98,Citi AAdvantage Platinum Select,2.0,31.98,0.0,True
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,449.97,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-18,True,Hertz #0124115 San Francisco Ca Phone Number: Name: Briglia Andrew Pickup: 06-18-2024 Return: Burbankca06-21-2024 Agreement Number:,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,899.94,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,899.94,0.0,True
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,80.03,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-18,True,Santa Barbara Hostel Westlake Vill,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,160.06,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,160.06,0.0,True
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,17.71,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-17,True,Target,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,35.42,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,35.42,0.0,True
Dining,Freedom Flex,2429.0,12.8,Chase Freedom Flex,Restaurants & Bars,2024-06-16,False,Social House,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Flex,38.4,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,38.4,0.0,True
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,30.0,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-16,True,Dept. Parkssite,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,60.0,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,60.0,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,760.0,Citi AAdvantage Platinum Select,Shops,2024-06-16,False,Philadelphia Sports Le,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,760.0,Chase Freedom Unlimited,1.5,1140.0,380.0,False
Other,Chase Sapphire,6143.0,3.6,Chase Sapphire Preferred,Shops,2024-06-15,False,Giant,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,3.6,Chase Freedom Unlimited,1.5,5.4,1.8000000000000003,False
Other,Freedom Flex,2429.0,24.48,Chase Freedom Flex,Shops,2024-06-15,False,Giant,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Freedom Flex,24.48,Chase Freedom Unlimited,1.5,36.72,12.239999999999998,False
Dining,Chase Sapphire,6143.0,16.5,Chase Sapphire Preferred,Restaurants & Bars,2024-06-14,False,19 Degrees Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,49.5,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,49.5,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,28.74,Citi AAdvantage Platinum Select,Clothing,2024-06-14,False,Target,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,28.74,Chase Freedom Unlimited,1.5,43.11,14.370000000000001,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,71.0,Citi AAdvantage Platinum Select,Clothing,2024-06-14,False,Br Factory Us,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,71.0,Chase Freedom Unlimited,1.5,106.5,35.5,False
Dining,Chase Sapphire,6143.0,2.36,Chase Sapphire Preferred,Restaurants & Bars,2024-06-13,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,7.08,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,7.08,0.0,True
Dining,Chase Sapphire,6143.0,4.51,Chase Sapphire Preferred,Restaurants & Bars,2024-06-13,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,13.53,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,13.53,0.0,True
Dining,Chase Sapphire,6143.0,15.07,Chase Sapphire Preferred,Restaurants & Bars,2024-06-12,False,Spo*bygeorge-philadelphia,,False,,,,Guilt Free Spending,,posted,Eating Out,regular,3.0,Chase Sapphire Preferred,45.21,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,45.21,0.0,True
Dining,Chase Sapphire,6143.0,20.48,Chase Sapphire Preferred,Restaurants & Bars,2024-06-12,False,Independence Beer,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,61.44,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,61.44,0.0,True
Dining,Chase Sapphire,6143.0,12.79,Chase Sapphire Preferred,Restaurants & Bars,2024-06-11,False,Honeygrow,,False,,,,Guilt Free Spending,,posted,Eating Out,regular,3.0,Chase Sapphire Preferred,38.37,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,38.37,0.0,True
Other,Freedom Flex,2429.0,16.49,Chase Freedom Flex,Shops,2024-06-10,False,Amazon,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Chase Freedom Flex,16.49,Chase Freedom Unlimited,1.5,24.74,8.25,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,62.5,Citi AAdvantage Platinum Select,Shops,2024-06-10,False,Philadelphia Sports Le,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,62.5,Chase Freedom Unlimited,1.5,93.75,31.25,False
