CC_Category,account,account_mask,amount,card_mapped,category,date,excluded,name,note,override_applied,override_card,override_rate,override_reason,parent_category,recurring,status,tags,type,used_rate,effective_card,points_earned,best_cards,best_rate,optimal_points,missed_points,used_best_card
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,29.49,Citi AAdvantage Platinum Select,Car/Gas,2024-06-09,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,58.98,Citi AAdvantage Platinum Select,2.0,58.98,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,5.82,Citi AAdvantage Platinum Select,Restaurants & Bars,2024-06-09,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,Eating Out,regular,2.0,Citi AAdvantage Platinum Select,11.64,Citi AAdvantage Platinum Select,2.0,11.64,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,10.0,Citi AAdvantage Platinum Select,Gym,2024-06-09,False,Maxx Fitness Clubzzext,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,10.0,Chase Freedom Unlimited,1.5,15.0,5.0,False
Dining,Chase Sapphire,6143.0,11.84,Chase Sapphire Preferred,Restaurants & Bars,2024-06-08,False,Rowhome Coffee,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,35.52,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,35.52,0.0,True
Groceries,Chase Sapphire,6143.0,65.68,Chase Sapphire Preferred,Groceries,2024-06-08,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,65.68,Chase Freedom Unlimited,1.5,98.52,32.83999999999999,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,425.02,Citi AAdvantage Platinum Select,Entertainment,2024-06-07,False,Vivid Seats Noah Ka,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,425.02,Chase Freedom Unlimited,1.5,637.53,212.51,False
Dining,Chase Sapphire,6143.0,4.0,Chase Sapphire Preferred,Restaurants & Bars,2024-06-06,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,12.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,12.0,0.0,True
Dining,Chase Sapphire,6143.0,1.35,Chase Sapphire Preferred,Restaurants & Bars,2024-06-05,False,Canteen Vending,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,4.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,4.05,0.0,True
Dining,Chase Sapphire,6143.0,2.36,Chase Sapphire Preferred,Restaurants & Bars,2024-06-05,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,7.08,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,7.08,0.0,True
Other,Chase Sapphire,6143.0,43.0,Chase Sapphire Preferred,Gym,2024-06-05,False,Ymca,,False,,,,Standard of Living,Ymca,posted,,regular,1.0,Chase Sapphire Preferred,43.0,Chase Freedom Unlimited,1.5,64.5,21.5,False
Dining,Chase Sapphire,6143.0,12.02,Chase Sapphire Preferred,Restaurants & Bars,2024-06-04,False,Olo 118 Honeygrow,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,36.06,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,36.06,0.0,True
Streaming,Chase Sapphire,6143.0,16.42,Chase Sapphire Preferred,Subscriptions,2024-06-04,False,Netflix,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Netflix,posted,Recurring,regular,3.0,Chase Sapphire Preferred,49.26,Chase Sapphire Preferred,3.0,49.26,0.0,True
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,14.67,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-04,True,Www.hostelworld.com Dublin Irl,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,29.34,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,29.34,0.0,True
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,13.43,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-04,True,Www.hostelworld.com Dublin Irl,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,26.86,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,26.86,0.0,True
Dining,Chase Sapphire,6143.0,18.4,Chase Sapphire Preferred,Bars & Nightlife,2024-06-03,False,Varga Bar,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,55.2,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,55.2,0.0,True
Groceries,Chase Sapphire,6143.0,25.97,Chase Sapphire Preferred,Groceries,2024-06-02,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,25.97,Chase Freedom Unlimited,1.5,38.96,12.990000000000002,False
Dining,Chase Sapphire,6143.0,8.02,Chase Sapphire Preferred,Restaurants & Bars,2024-06-02,False,Social House,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,24.06,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,24.06,0.0,True
Other,Chase Sapphire,6143.0,5.35,Chase Sapphire Preferred,Shops,2024-06-02,False,Neighborhood Books Llc,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,5.35,Chase Freedom Unlimited,1.5,8.02,2.67,False
Dining,Chase Sapphire,6143.0,14.67,Chase Sapphire Preferred,Restaurants & Bars,2024-06-01,False,Xl-nbc,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,44.01,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,44.01,0.0,True
Dining,Chase Sapphire,6143.0,23.16,Chase Sapphire Preferred,Restaurants & Bars,2024-06-01,False,Bok Bar,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,69.48,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,69.48,0.0,True
Dining,Chase Sapphire,6143.0,10.33,Chase Sapphire Preferred,Restaurants & Bars,2024-06-01,False,Philly Bagels - Fitz,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,30.99,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,30.99,0.0,True
Gas,Chase Sapphire,6143.0,18.99,Chase Sapphire Preferred,Restaurants & Bars,2024-06-01,False,Amk Cbp Concessions,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,18.99,Citi AAdvantage Platinum Select,2.0,37.98,18.99,False
Transit,Chase Sapphire,6143.0,13.38,Chase Sapphire Preferred,Ubers/Septa,2024-06-01,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,13.38,Citi AAdvantage Platinum Select,2.0,26.76,13.38,False
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,270.48,Citi AAdvantage Platinum Select,Travel & Vacation,2024-06-01,True,American,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: american, aa.com, americanair",,,posted,,regular,2.0,Citi AAdvantage Platinum Select,540.96,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,540.96,0.0,True
Dining,Chase Sapphire,6143.0,9.37,Chase Sapphire Preferred,Restaurants & Bars,2024-05-31,False,Phs Pop Up Garden So,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,28.11,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,28.11,0.0,True
Dining,Chase Sapphire,6143.0,60.2,Chase Sapphire Preferred,Restaurants & Bars,2024-05-31,False,Sampan,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,180.6,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,180.6,0.0,True
Dining,Chase Sapphire,6143.0,9.99,Chase Sapphire Preferred,Restaurants & Bars,2024-05-31,False,Phs Pop Up Garden So,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,29.97,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,29.97,0.0,True
Gas,Chase Sapphire,6143.0,39.3,Chase Sapphire Preferred,Car/Gas,2024-05-30,False,Marathon,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,39.3,Citi AAdvantage Platinum Select,2.0,78.6,39.3,False
Dining,Chase Sapphire,6143.0,2.36,Chase Sapphire Preferred,Restaurants & Bars,2024-05-30,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,7.08,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,7.08,0.0,True
Dining,Chase Sapphire,6143.0,1.44,Chase Sapphire Preferred,Restaurants & Bars,2024-05-30,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,4.32,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,4.32,0.0,True
Streaming,Chase Sapphire,6143.0,77.37,Chase Sapphire Preferred,Subscriptions,2024-05-29,False,Google Google_youtube,,False,,,,Standard of Living,,posted,Recurring,regular,3.0,Chase Sapphire Preferred,232.11,Chase Sapphire Preferred,3.0,232.11,0.0,True
Dining,Chase Sapphire,6143.0,1.87,Chase Sapphire Preferred,Restaurants & Bars,2024-05-29,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,5.61,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,5.61,0.0,True
Dining,Chase Sapphire,6143.0,6.99,Chase Sapphire Preferred,Restaurants & Bars,2024-05-29,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,20.97,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,20.97,0.0,True
Dining,Chase Sapphire,6143.0,18.0,Chase Sapphire Preferred,Restaurants & Bars,2024-05-27,False,Philly Bagels - Fitz,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,54.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,54.0,0.0,True
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2024-05-27,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Transit,Chase Sapphire,6143.0,9.99,Chase Sapphire Preferred,Ubers/Septa,2024-05-26,False,Lyft,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,9.99,Citi AAdvantage Platinum Select,2.0,19.98,9.99,False
Other,Chase Sapphire,6143.0,140.0,Chase Sapphire Preferred,Recreation,2024-05-26,False,Fsp*westover Golf Club Lt,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,140.0,Chase Freedom Unlimited,1.5,210.0,70.0,False
Groceries,Chase Sapphire,6143.0,53.15,Chase Sapphire Preferred,Groceries,2024-05-26,False,Ic* Instacart,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,53.15,Chase Freedom Unlimited,1.5,79.72,26.57,False
Gas,Chase Sapphire,6143.0,15.52,Chase Sapphire Preferred,Restaurants & Bars,2024-05-26,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,15.52,Citi AAdvantage Platinum Select,2.0,31.04,15.52,False
Transit,Chase Sapphire,6143.0,9.67,Chase Sapphire Preferred,Ubers/Septa,2024-05-26,False,Lyft,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,9.67,Citi AAdvantage Platinum Select,2.0,19.34,9.67,False
Dining,Chase Sapphire,6143.0,15.63,Chase Sapphire Preferred,Restaurants & Bars,2024-05-25,False,Philly Bagels - Fitz,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,46.89,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,46.89,0.0,True
Dining,Chase Sapphire,6143.0,28.14,Chase Sapphire Preferred,Restaurants & Bars,2024-05-25,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,84.42,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,84.42,0.0,True
Other,Chase Sapphire,6143.0,10.0,Chase Sapphire Preferred,Recreation,2024-05-25,False,Camden County,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,10.0,Chase Freedom Unlimited,1.5,15.0,5.0,False
Dining,Chase Sapphire,6143.0,22.0,Chase Sapphire Preferred,Restaurants & Bars,2024-05-24,False,Morgan's Pier,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,66.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,66.0,0.0,True
Dining,Chase Sapphire,6143.0,22.0,Chase Sapphire Preferred,Restaurants & Bars,2024-05-24,False,Morgan's Pier,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,66.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,66.0,0.0,True
Dining,Chase Sapphire,6143.0,5.35,Chase Sapphire Preferred,Restaurants & Bars,2024-05-23,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,16.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,0.0,True
Dining,Chase Sapphire,6143.0,1.1,Chase Sapphire Preferred,Restaurants & Bars,2024-05-22,False,Canteen Vending,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,3.3,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,3.3,0.0,True
Dining,Chase Sapphire,6143.0,8.47,Chase Sapphire Preferred,Restaurants & Bars,2024-05-22,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,25.41,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,25.41,0.0,True
Dining,Chase Sapphire,6143.0,1.87,Chase Sapphire Preferred,Restaurants & Bars,2024-05-22,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,5.61,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,5.61,0.0,True
Dining,Chase Sapphire,6143.0,1.87,Chase Sapphire Preferred,Restaurants & Bars,2024-05-21,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,5.61,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,5.61,0.0,True
Gas,Chase Sapphire,6143.0,31.93,Chase Sapphire Preferred,Car/Gas,2024-05-21,False,Marathon,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,31.93,Citi AAdvantage Platinum Select,2.0,63.86,31.93,False
Dining,Chase Sapphire,6143.0,7.02,Chase Sapphire Preferred,Restaurants & Bars,2024-05-21,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,21.06,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,21.06,0.0,True
Dining,Chase Sapphire,6143.0,74.0,Chase Sapphire Preferred,Restaurants & Bars,2024-05-21,False,Founding Fathers,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,222.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,222.0,0.0,True
Dining,Chase Sapphire,6143.0,24.76,Chase Sapphire Preferred,Restaurants & Bars,2024-05-21,False,Phs Pop Up Garden So,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,74.28,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,74.28,0.0,True
Streaming,Chase Sapphire,6143.0,2.99,Chase Sapphire Preferred,Subscriptions,2024-05-19,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Apple Storage,posted,,regular,3.0,Chase Sapphire Preferred,8.97,Chase Sapphire Preferred,3.0,8.97,0.0,True
Groceries,Chase Sapphire,6143.0,7.77,Chase Sapphire Preferred,Groceries,2024-05-19,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,7.77,Chase Freedom Unlimited,1.5,11.66,3.8900000000000006,False
Dining,Chase Sapphire,6143.0,108.12,Chase Sapphire Preferred,Restaurants & Bars,2024-05-18,False,Devil's Alley,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,324.36,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,324.36,0.0,True
Gas,Chase Sapphire,6143.0,15.74,Chase Sapphire Preferred,Restaurants & Bars,2024-05-18,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,15.74,Citi AAdvantage Platinum Select,2.0,31.48,15.74,False
Dining,Chase Sapphire,6143.0,9.0,Chase Sapphire Preferred,Restaurants & Bars,2024-05-18,False,Tapster - Philadelph,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,27.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,27.0,0.0,True
Other,Chase Sapphire,6143.0,69.0,Chase Sapphire Preferred,Recreation,2024-05-18,False,Glf*mainlandgolf,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,69.0,Chase Freedom Unlimited,1.5,103.5,34.5,False
Dining,Chase Sapphire,6143.0,12.72,Chase Sapphire Preferred,Restaurants & Bars,2024-05-17,False,Randazzos Pizza,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,38.16,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,38.16,0.0,True
Groceries,Chase Sapphire,6143.0,70.44,Chase Sapphire Preferred,Groceries,2024-05-16,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,70.44,Chase Freedom Unlimited,1.5,105.66,35.22,False
Dining,Chase Sapphire,6143.0,5.35,Chase Sapphire Preferred,Restaurants & Bars,2024-05-15,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,16.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,0.0,True
Other,Chase Sapphire,6143.0,9.96,Chase Sapphire Preferred,Recreation,2024-05-15,False,Glf*golfnowreservation,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,9.96,Chase Freedom Unlimited,1.5,14.94,4.979999999999999,False
Other,Chase Sapphire,6143.0,108.0,Chase Sapphire Preferred,Rent/Utilities,2024-05-15,False,Lemonade Insurance,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,108.0,Chase Freedom Unlimited,1.5,162.0,54.0,False
Dining,Chase Sapphire,6143.0,7.02,Chase Sapphire Preferred,Restaurants & Bars,2024-05-14,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,21.06,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,21.06,0.0,True
Dining,Chase Sapphire,6143.0,1.74,Chase Sapphire Preferred,Restaurants & Bars,2024-05-14,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,5.22,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,5.22,0.0,True
