date,name,amount,status,category,parent category,excluded,tags,type,account,account mask,note,recurring,merchant,card_used,best_card,best_rate,points_earned,optimal_used,optimal_points,missed_points
2023-07-10,The Good Karma Cafe,7.56,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,The Good Karma Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,22.68,True,22.68,0.0
2023-07-10,Mcgillins Olde Ale House,30.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Mcgillins Olde Ale House,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,90.0,True,90.0,0.0
2023-07-09,Lukoil,42.24,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Lukoil,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,42.24,False,84.48,42.24
2023-07-09,100 - Honeygrow 16th St,27.6,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,100 - Honeygrow 16th St,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,82.8,True,82.8,0.0
2023-07-09,Uber,9.66,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,19.32,True,19.32,0.0
2023-07-09,Lukoil,6.3,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Lukoil,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,6.3,False,12.6,6.3
2023-07-09,Revolution House,24.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Revolution House,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,72.0,True,72.0,0.0
2023-07-09,Glf*middletowncc,65.01,posted,Recreation,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Glf*middletowncc,Chase Sapphire,Freedom Unlimited,1.5,65.01,False,97.52,32.51
2023-07-09,Liberty Point,7.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Liberty Point,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,21.0,True,21.0,0.0
2023-07-07,Ymca,42.0,posted,Gym,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Ymca,Chase Sapphire,Freedom Unlimited,1.5,42.0,False,63.0,21.0
2023-07-06,Heritage Dental,39.4,posted,Health Care,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Heritage Dental,Chase Sapphire,"Freedom Unlimited, Freedom Flex",3.0,39.4,False,118.2,78.8
2023-07-05,Barber On 24th,41.75,posted,Personal Care,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Barber On 24th,Chase Sapphire,Unmatched,1.0,41.75,False,41.75,0.0
2023-07-05,Netflix,16.42,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Netflix,Netflix,Chase Sapphire,Freedom Unlimited,1.5,16.42,False,24.63,8.21
2023-07-04,Target,33.87,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,33.87,False,50.8,16.93
2023-07-04,Chapterhouse Cafe,15.39,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Chapterhouse Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,46.17,True,46.17,0.0
2023-07-04,Walmart,4.28,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Walmart,Chase Sapphire,Freedom Unlimited,1.5,4.28,False,6.42,2.14
2023-07-04,Anthropologie,51.41,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Anthropologie,Chase Sapphire,Freedom Unlimited,1.5,51.41,False,77.11,25.7
2023-07-03,Dante & Luigi`s,83.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dante & Luigi`s,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,249.0,True,249.0,0.0
2023-07-03,Di Bruno Bros,36.72,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Di Bruno Bros,Chase Sapphire,Freedom Unlimited,1.5,36.72,False,55.08,18.36
2023-07-03,Drinker's Pub,31.01,posted,Bars & Nightlife,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Drinker's Pub,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,93.03,True,93.03,0.0
2023-07-03,Stump : Bella Vista,48.6,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Stump : Bella Vista,Chase Sapphire,Freedom Unlimited,1.5,48.6,False,72.9,24.3
2023-07-02,Five Iron Golf - Ritt,10.56,posted,Recreation,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Five Iron Golf - Ritt,Chase Sapphire,Freedom Unlimited,1.5,10.56,False,15.84,5.28
2023-07-02,Five Iron Golf - Ritt,19.8,posted,Recreation,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Five Iron Golf - Ritt,Chase Sapphire,Freedom Unlimited,1.5,19.8,False,29.7,9.9
2023-07-02,Google Google_youtube,68.03,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Google Google_youtube,Chase Sapphire,Freedom Unlimited,1.5,68.03,False,102.04,34.01
2023-06-30,Apple.com-bill,74.19,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Apple.com-bill,Chase Sapphire,Chase Sapphire,3.0,222.57,True,222.57,0.0
2023-06-28,Apple.com-us,-129.6,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Apple.com-us,Chase Sapphire,Freedom Unlimited,1.5,-129.6,False,-194.4,0.0
2023-06-28,Starbucks,1.87,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,5.61,True,5.61,0.0
2023-06-27,Curb Philly Taxi,33.05,posted,Misc,,False,,regular,Chase Sapphire,6143.0,,,Curb Philly Taxi,Chase Sapphire,Freedom Unlimited,1.5,33.05,False,49.58,16.53
2023-06-27,Lyft,5.0,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Lyft,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,10.0,True,10.0,0.0
2023-06-27,Lyra Clinical Assoc,232.0,posted,Health Care,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Lyra Clinical Assoc,Chase Sapphire,"Freedom Unlimited, Freedom Flex",3.0,232.0,False,696.0,464.0
2023-06-27,Trader Joe's,50.16,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Trader Joe's,Chase Sapphire,Freedom Unlimited,1.5,50.16,False,75.24,25.08
2023-06-27,Elmos Diner,25.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Elmos Diner,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,75.0,True,75.0,0.0
2023-06-26,Rise Downtown Durham,10.05,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Rise Downtown Durham,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,30.15,True,30.15,0.0
2023-06-26,Uber,7.91,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,15.82,True,15.82,0.0
2023-06-26,Bird* Preload,12.0,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Bird* Preload,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,24.0,True,24.0,0.0
2023-06-26,2nd Kitchens Rd Airport,13.92,posted,Clothing,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,2nd Kitchens Rd Airport,Chase Sapphire,Freedom Unlimited,1.5,13.92,False,20.88,6.96
2023-06-26,Frontier Ai Yy38qf,22.0,posted,Travel & Vacation,,True,,regular,Chase Sapphire,6143.0,,,Frontier Ai Yy38qf,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,44.0,True,44.0,0.0
2023-06-25,Bulldega Urban Market,21.49,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Bulldega Urban Market,Chase Sapphire,Freedom Unlimited,1.5,21.49,False,32.24,10.75
2023-06-25,Walgreens,4.96,posted,Personal Care,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Walgreens,Chase Sapphire,Unmatched,1.0,4.96,False,4.96,0.0
2023-06-25,Boxcar Bar & Arcade,22.96,posted,Bars & Nightlife,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Boxcar Bar & Arcade,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,68.88,True,68.88,0.0
2023-06-25,Chick-fil-a,9.74,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Chick-fil-a,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,29.22,True,29.22,0.0
2023-06-25,Springhill Suites Durh,3.2,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Springhill Suites Durh,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,9.6,True,9.6,0.0
2023-06-25,Uber,25.93,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,51.86,True,51.86,0.0
2023-06-23,Little Italy,12.9,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Little Italy,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,38.7,True,38.7,0.0
2023-06-22,Apple.com-us,1834.92,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Apple.com-us,Chase Sapphire,Freedom Unlimited,1.5,1834.92,False,2752.38,917.46
2023-06-22,Apple.com-bill,2.99,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Apple Storage,Apple.com-bill,Chase Sapphire,Chase Sapphire,3.0,8.97,True,8.97,0.0
2023-06-20,Payment Thank You,-1509.32,posted,,,True,,internal transfer,Chase Sapphire,6143.0,,,Payment Thank You,Chase Sapphire,Unmatched,1.0,-1509.32,False,-1509.32,0.0
2023-06-19,Wawa,24.28,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Wawa,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,24.28,False,48.56,24.28
2023-06-19,Ptc Ez Pass Auto Re,50.0,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Ptc Ez Pass Auto Re,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,50.0,False,100.0,50.0
2023-06-19,Horsham Car Wash,24.37,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Horsham Car Wash,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,24.37,False,48.74,24.37
2023-06-19,Wawa,9.16,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Wawa,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,27.48,True,27.48,0.0
2023-06-18,Target,4.59,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,4.59,False,6.88,2.29
2023-06-18,Lyra Clinical Assoc,280.0,posted,Health Care,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Lyra Clinical Assoc,Chase Sapphire,"Freedom Unlimited, Freedom Flex",3.0,280.0,False,840.0,560.0
2023-06-16,Sheetz,6.79,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Sheetz,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,6.79,False,13.58,6.79
2023-06-16,Roy Rogers,10.58,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Roy Rogers,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,31.74,True,31.74,0.0
2023-06-16,Trader Joe's,75.75,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Trader Joe's,Chase Sapphire,Freedom Unlimited,1.5,75.75,False,113.62,37.87
2023-06-15,Frontier Ai Yy38qf,114.0,posted,Travel & Vacation,,True,,regular,Chase Sapphire,6143.0,,,Frontier Ai Yy38qf,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,228.0,True,228.0,0.0
2023-06-14,Ptc Ez Pass Auto Re,50.0,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Ptc Ez Pass Auto Re,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,50.0,False,100.0,50.0
2023-06-14,Sheetz,30.93,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Sheetz,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,30.93,False,61.86,30.93
2023-06-14,Sheetz,6.92,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Sheetz,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,20.76,True,20.76,0.0
2023-06-13,Sunoco,6.84,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Sunoco,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,6.84,False,13.68,6.84
2023-06-13,Sunoco,43.46,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Sunoco,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,43.46,False,86.92,43.46
2023-06-13,Yihi Japan,8.99,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Yihi Japan,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,26.97,True,26.97,0.0
2023-06-12,Starbucks,15.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,45.0,True,45.0,0.0
2023-06-11,Acme,16.19,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Acme,Chase Sapphire,Freedom Unlimited,1.5,16.19,False,24.29,8.1
2023-06-11,Parkmobile-10,7.9,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Parkmobile-10,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,7.9,False,15.8,7.9
2023-06-09,Premium Parking,17.33,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Premium Parking,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,17.33,False,34.66,17.33
2023-06-09,Yard House,45.73,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Yard House,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,137.19,True,137.19,0.0
2023-06-08,Acme,6.0,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Acme,Chase Sapphire,Freedom Unlimited,1.5,6.0,False,9.0,3.0
2023-06-07,Ymca,42.0,posted,Gym,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Ymca,Chase Sapphire,Freedom Unlimited,1.5,42.0,False,63.0,21.0
2023-06-05,Offer:youtube (google),-20.0,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Offer:youtube (google),Chase Sapphire,Freedom Unlimited,1.5,-20.0,False,-30.0,0.0
2023-06-05,Netflix,16.42,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Netflix,Netflix,Chase Sapphire,Freedom Unlimited,1.5,16.42,False,24.63,8.21
2023-06-04,Wawa,42.62,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Wawa,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,42.62,False,85.24,42.62
2023-06-04,Rittenhouse Garden,13.74,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Rittenhouse Garden,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,41.22,True,41.22,0.0
2023-06-01,Google Google_youtube,68.03,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Google Google_youtube,Chase Sapphire,Freedom Unlimited,1.5,68.03,False,102.04,34.01
2023-05-31,Ptc Ez Pass Auto Re,50.0,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Ptc Ez Pass Auto Re,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,50.0,False,100.0,50.0
2023-05-31,Trader Joe's,78.95,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Trader Joe's,Chase Sapphire,Freedom Unlimited,1.5,78.95,False,118.43,39.48
2023-05-30,Steam Purchase,5.0,posted,Misc,,False,,regular,Chase Sapphire,6143.0,,,Steam Purchase,Chase Sapphire,Freedom Unlimited,1.5,5.0,False,7.5,2.5
2023-05-29,Starbucks,20.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,60.0,True,60.0,0.0
2023-05-29,Wawa,5.42,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Wawa,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.26,True,16.26,0.0
2023-05-29,Mixto Restaurante,45.15,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Mixto Restaurante,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,135.45,True,135.45,0.0
2023-05-29,Wawa,28.62,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Wawa,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,28.62,False,57.24,28.62
2023-05-28,Manayunk Brewing Company,17.85,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Manayunk Brewing Company,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,53.55,True,53.55,0.0
2023-05-28,Ls Walnut Lane Golf Cl,40.0,posted,Recreation,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ls Walnut Lane Golf Cl,Chase Sapphire,Freedom Unlimited,1.5,40.0,False,60.0,20.0
2023-05-28,Ls Walnut Lane Golf Cl,5.0,posted,Recreation,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ls Walnut Lane Golf Cl,Chase Sapphire,Freedom Unlimited,1.5,5.0,False,7.5,2.5
2023-05-25,Target,3.79,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,3.79,False,5.68,1.89
2023-05-24,Target,9.74,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,9.74,False,14.61,4.87
2023-05-24,Steam Games,5.0,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Steam Games,Chase Sapphire,Freedom Unlimited,1.5,5.0,False,7.5,2.5
2023-05-24,Turkey Hill,0.08,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Turkey Hill,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,0.08,False,0.16,0.08
2023-05-24,Turkey Hill,42.96,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Turkey Hill,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,42.96,False,85.92,42.96
2023-05-23,Domino's,22.76,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Domino's,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,68.28,True,68.28,0.0
2023-05-22,Starbucks,9.4,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,28.2,True,28.2,0.0
2023-05-22,Backyard Ale House,28.72,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Backyard Ale House,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,86.16,True,86.16,0.0
2023-05-22,Payment Thank You,-2913.84,posted,,,True,,internal transfer,Chase Sapphire,6143.0,,,Payment Thank You,Chase Sapphire,Unmatched,1.0,-2913.84,False,-2913.84,0.0
2023-05-21,Apple.com-bill,2.13,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Apple Storage,Apple.com-bill,Chase Sapphire,Chase Sapphire,3.0,6.39,True,6.39,0.0
2023-05-21,Cdp Scranton Kiosks,1.01,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Cdp Scranton Kiosks,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,1.01,False,2.02,1.01
2023-05-21,Royal Farms,43.62,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Royal Farms,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,43.62,False,87.24,43.62
2023-05-21,The Mulberry Bush,26.5,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,The Mulberry Bush,Chase Sapphire,Freedom Unlimited,1.5,26.5,False,39.75,13.25
2023-05-19,Merck At Uppergwy Cafe,8.16,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck At Uppergwy Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,24.48,True,24.48,0.0
2023-05-19,Rpp Online Portal,38.5,posted,Misc,,False,,regular,Chase Sapphire,6143.0,,,Rpp Online Portal,Chase Sapphire,Freedom Unlimited,1.5,38.5,False,57.75,19.25
2023-05-17,Red Stone Pizza Truck,13.8,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Red Stone Pizza Truck,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,41.4,True,41.4,0.0
2023-05-17,Target,2.89,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,2.89,False,4.34,1.45
2023-05-17,Dunkin' Donuts,2.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dunkin' Donuts,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,6.0,True,6.0,0.0
2023-05-15,Xsolla Esea,7.37,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Xsolla Esea,Chase Sapphire,Freedom Unlimited,1.5,7.37,False,11.06,3.69
2023-05-15,Apple.com-bill,0.99,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Apple.com-bill,Chase Sapphire,Chase Sapphire,3.0,2.97,True,2.97,0.0
2023-05-14,Trader Joe's,83.57,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Trader Joe's,Chase Sapphire,Freedom Unlimited,1.5,83.57,False,125.35,41.78
2023-05-14,Www.thefsg,1498.0,posted,Sports Data Now,,True,,regular,Chase Sapphire,6143.0,,,Www.thefsg,Chase Sapphire,Unmatched,1.0,1498.0,False,1498.0,0.0
2023-05-14,Fitzwater Street Philly,5.06,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Fitzwater Street Philly,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,15.18,True,15.18,0.0
2023-05-12,Pa Driver & Vehicle Serv,44.0,posted,Misc,,False,,regular,Chase Sapphire,6143.0,,,Pa Driver & Vehicle Serv,Chase Sapphire,Freedom Unlimited,1.5,44.0,False,66.0,22.0
2023-05-12,Philadelphia Parking Auth,34.5,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Philadelphia Parking Auth,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,34.5,False,69.0,34.5
2023-05-11,Target,23.82,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,23.82,False,35.73,11.91
2023-05-10,Dunkin' Donuts,2.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dunkin' Donuts,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,6.0,True,6.0,0.0
2023-05-10,Steam Games,8.19,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Steam Games,Chase Sapphire,Freedom Unlimited,1.5,8.19,False,12.28,4.09
2023-05-09,Target,14.07,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,14.07,False,21.1,7.03
2023-05-08,Ymca,42.0,posted,Gym,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Ymca,Chase Sapphire,Freedom Unlimited,1.5,42.0,False,63.0,21.0
2023-05-08,Openbox Athletics,135.0,posted,Gym,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Openbox Athletics,Chase Sapphire,Freedom Unlimited,1.5,135.0,False,202.5,67.5
2023-05-08,Target,16.29,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,16.29,False,24.44,8.15
